PassengerId;Survived;Pclass;Name;Sex;Age;SibSp;Parch;Ticket;Fare;Cabin;Embarked;Name_type;Name_code;Name_1
722;0;3;Jensen;male;17.0;1;0;350048;70.542;;S; Mr;6; Svend Lauritz
723;0;2;Gillespie;male;34.0;0;0;12233;13.0;;S; Mr;6; William Henry
724;0;2;Hodges;male;50.0;0;0;250643;13.0;;S; Mr;6; Henry Price
725;1;1;Chambers;male;27.0;1;0;113806;53.1;E8;S; Mr;6; Norman Campbell
726;0;3;Oreskovic;male;20.0;0;0;315094;86.625;;S; Mr;6; Luka
727;1;2;Renouf;female;30.0;3;0;31027;21.0;;S; Mrs;8; Peter Henry (Lillian Jefferys)
729;0;2;Bryhl;male;25.0;1;0;236853;26.0;;S; Mr;6; Kurt Arnold Gottfrid
730;0;3;Ilmakangas;female;25.0;1;0;STON/O2. 3101271;7.925;;S; Miss;2; Pieta Sofia
731;1;1;Allen;female;29.0;0;0;24160;2.113.375;B5;S; Miss;2; Elisabeth Walton
732;0;3;Hassan;male;11.0;0;0;2699;187.875;;C; Mr;6; Houssein G N
734;0;2;Berriman;male;23.0;0;0;28425;13.0;;S; Mr;6; William John
735;0;2;Troupiansky;male;23.0;0;0;233639;13.0;;S; Mr;6; Moses Aaron
736;0;3;Williams;male;28.5;0;0;54636;16.1;;S; Mr;6; Leslie
737;0;3;Ford;female;48.0;1;3;W./C. 6608;34.375;;S; Mrs;8; Edward (Margaret Ann Watson)
738;1;1;Lesurer;male;35.0;0;0;PC 17755;5.123.292;B101;C; Mr;6; Gustave J
742;0;1;Cavendish;male;36.0;1;0;19877;78.85;C46;S; Mr;6; Tyrell William
743;1;1;Ryerson;female;21.0;2;2;PC 17608;262.375;B57 B59 B63 B66;C; Miss;2;" Susan Parker ""Suzette"""
744;0;3;McNamee;male;24.0;1;0;376566;16.1;;S; Mr;6; Neal
745;1;3;Stranden;male;31.0;0;0;STON/O 2. 3101288;7.925;;S; Mr;6; Juho
746;0;1;Crosby;male;70.0;1;1;WE/P 5735;71.0;B22;S; Capt;17; Edward Gifford
747;0;3;Abbott;male;16.0;1;1;C.A. 2673;20.25;;S; Mr;6; Rossmore Edward
748;1;2;Sinkkonen;female;30.0;0;0;250648;13.0;;S; Miss;2; Anna
749;0;1;Marvin;male;19.0;1;0;113773;53.1;D30;S; Mr;6; Daniel Warner
750;0;3;Connaghton;male;31.0;0;0;335097;7.75;;Q; Mr;6; Michael
751;1;2;Wells;female;4.0;1;1;29103;23.0;;S; Miss;2; Joan
752;1;3;Moor;male;6.0;0;1;392096;12.475;E121;S; Master;1; Meier
753;0;3;Vande Velde;male;33.0;0;0;345780;9.5;;S; Mr;6; Johannes Joseph
754;0;3;Jonkoff;male;23.0;0;0;349204;78.958;;S; Mr;6; Lalio
755;1;2;Herman;female;48.0;1;2;220845;65.0;;S; Mrs;8; Samuel (Jane Laver)
756;1;2;Hamalainen;male;0.67;1;1;250649;14.5;;S; Master;1; Viljo
757;0;3;Carlsson;male;28.0;0;0;350042;77.958;;S; Mr;6; August Sigfrid
758;0;2;Bailey;male;18.0;0;0;29108;11.5;;S; Mr;6; Percy Andrew
759;0;3;Theobald;male;34.0;0;0;363294;8.05;;S; Mr;6; Thomas Leonard
760;1;1;Rothes;female;33.0;0;0;110152;86.5;B77;S; the Countess;7; of (Lucy Noel Martha Dyer-Edwards)
762;0;3;Nirva;male;41.0;0;0;SOTON/O2 3101272;7.125;;S; Mr;6; Iisakki Antino Aijo
763;1;3;Barah;male;20.0;0;0;2663;72.292;;C; Mr;6; Hanna Assi
764;1;1;Carter;female;36.0;1;2;113760;120.0;B96 B98;S; Mrs;8; William Ernest (Lucile Polk)
765;0;3;Eklund;male;16.0;0;0;347074;7.775;;S; Mr;6; Hans Linus
766;1;1;Hogeboom;female;51.0;1;0;13502;779.583;D11;S; Mrs;8; John C (Anna Andrews)
768;0;3;Mangan;female;30.5;0;0;364850;7.75;;Q; Miss;2; Mary
770;0;3;Gronnestad;male;32.0;0;0;8471;83.625;;S; Mr;6; Daniel Danielsen
771;0;3;Lievens;male;24.0;0;0;345781;9.5;;S; Mr;6; Rene Aime
772;0;3;Jensen;male;48.0;0;0;350047;78.542;;S; Mr;6; Niels Peder
773;0;2;Mack;female;57.0;0;0;S.O./P.P. 3;10.5;E77;S; Mrs;8; (Mary)
775;1;2;Hocking;female;54.0;1;3;29105;23.0;;S; Mrs;8; Elizabeth (Eliza Needs)
776;0;3;Myhrman;male;18.0;0;0;347078;7.75;;S; Mr;6; Pehr Fabian Oliver Malkolm
778;1;3;Emanuel;female;5.0;0;0;364516;12.475;;S; Miss;2; Virginia Ethel
780;1;1;Robert;female;43.0;0;1;24160;2.113.375;B3;S; Mrs;8; Edward Scott (Elisabeth Walton McMillan)
781;1;3;Ayoub;female;13.0;0;0;2687;72.292;;C; Miss;2; Banoura
782;1;1;Dick;female;17.0;1;0;17474;57.0;B20;S; Mrs;8; Albert Adrian (Vera Gillespie)
783;0;1;Long;male;29.0;0;0;113501;30.0;D6;S; Mr;6; Milton Clyde
785;0;3;Ali;male;25.0;0;0;SOTON/O.Q. 3101312;7.05;;S; Mr;6; William
786;0;3;Harmer;male;25.0;0;0;374887;7.25;;S; Mr;6; Abraham (David Lishin)
787;1;3;Sjoblom;female;18.0;0;0;3101265;74.958;;S; Miss;2; Anna Sofia
788;0;3;Rice;male;8.0;4;1;382652;29.125;;Q; Master;1; George Hugh
789;1;3;Dean;male;1.0;1;2;C.A. 2315;20.575;;S; Master;1; Bertram Vere
790;0;1;Guggenheim;male;46.0;0;0;PC 17593;79.2;B82 B84;C; Mr;6; Benjamin
792;0;2;Gaskell;male;16.0;0;0;239865;26.0;;S; Mr;6; Alfred
795;0;3;Dantcheff;male;25.0;0;0;349203;78.958;;S; Mr;6; Ristiu
796;0;2;Otter;male;39.0;0;0;28213;13.0;;S; Mr;6; Richard
797;1;1;Leader;female;49.0;0;0;17465;259.292;D17;S; Dr;11; Alice (Farnham)
798;1;3;Osman;female;31.0;0;0;349244;86.833;;S; Mrs;8; Mara
799;0;3;Ibrahim Shawah;male;30.0;0;0;2685;72.292;;C; Mr;6; Yousseff
800;0;3;Van Impe;female;30.0;1;1;345773;24.15;;S; Mrs;8; Jean Baptiste (Rosalie Paula Govaert)
801;0;2;Ponesell;male;34.0;0;0;250647;13.0;;S; Mr;6; Martin
802;1;2;Collyer;female;31.0;1;1;C.A. 31921;26.25;;S; Mrs;8; Harvey (Charlotte Annie Tate)
803;1;1;Carter;male;11.0;1;2;113760;120.0;B96 B98;S; Master;1; William Thornton II
804;1;3;Thomas;male;0.42;0;1;2625;85.167;;C; Master;1; Assad Alexander
805;1;3;Hedman;male;27.0;0;0;347089;6.975;;S; Mr;6; Oskar Arvid
806;0;3;Johansson;male;31.0;0;0;347063;7.775;;S; Mr;6; Karl Johan
807;0;1;Andrews;male;39.0;0;0;112050;0.0;A36;S; Mr;6; Thomas Jr
808;0;3;Pettersson;female;18.0;0;0;347087;7.775;;S; Miss;2; Ellen Natalia
809;0;2;Meyer;male;39.0;0;0;248723;13.0;;S; Mr;6; August
810;1;1;Chambers;female;33.0;1;0;113806;53.1;E8;S; Mrs;8; Norman Campbell (Bertha Griggs)
811;0;3;Alexander;male;26.0;0;0;3474;78.875;;S; Mr;6; William
812;0;3;Lester;male;39.0;0;0;A/4 48871;24.15;;S; Mr;6; James
813;0;2;Slemen;male;35.0;0;0;28206;10.5;;S; Mr;6; Richard James
814;0;3;Andersson;female;6.0;4;2;347082;31.275;;S; Miss;2; Ebba Iris Alfrida
815;0;3;Tomlin;male;30.5;0;0;364499;8.05;;S; Mr;6; Ernest Portage
817;0;3;Heininen;female;23.0;0;0;STON/O2. 3101290;7.925;;S; Miss;2; Wendla Maria
818;0;2;Mallet;male;31.0;1;1;S.C./PARIS 2079;370.042;;C; Mr;6; Albert
819;0;3;Holm;male;43.0;0;0;C 7075;6.45;;S; Mr;6; John Fredrik Alexander
820;0;3;Skoog;male;10.0;3;2;347088;27.9;;S; Master;1; Karl Thorsten
821;1;1;Hays;female;52.0;1;1;12749;93.5;B69;S; Mrs;8; Charles Melville (Clara Jennings Gregg)
822;1;3;Lulic;male;27.0;0;0;315098;86.625;;S; Mr;6; Nikola
823;0;1;Reuchlin;male;38.0;0;0;19972;0.0;;S; Jonkheer;9; John George
824;1;3;Moor;female;27.0;0;1;392096;12.475;E121;S; Mrs;8; (Beila)
825;0;3;Panula;male;2.0;4;1;3101295;396.875;;S; Master;1; Urho Abraham
828;1;2;Mallet;male;1.0;0;2;S.C./PARIS 2079;370.042;;C; Master;1; Andre
830;1;1;Stone;female;62.0;0;0;113572;80.0;B28;; Mrs;8; George Nelson (Martha Evelyn)
831;1;3;Yasbeck;female;15.0;1;0;2659;144.542;;C; Mrs;8; Antoni (Selini Alexander)
832;1;2;Richards;male;0.83;1;1;29106;18.75;;S; Master;1; George Sibley
834;0;3;Augustsson;male;23.0;0;0;347468;78.542;;S; Mr;6; Albert
835;0;3;Allum;male;18.0;0;0;2223;8.3;;S; Mr;6; Owen George
836;1;1;Compton;female;39.0;1;1;PC 17756;831.583;E49;C; Miss;2; Sara Rebecca
837;0;3;Pasic;male;21.0;0;0;315097;86.625;;S; Mr;6; Jakob
839;1;3;Chip;male;32.0;0;0;1601;564.958;;S; Mr;6; Chang
841;0;3;Alhomaki;male;20.0;0;0;SOTON/O2 3101287;7.925;;S; Mr;6; Ilmari Rudolf
842;0;2;Mudd;male;16.0;0;0;S.O./P.P. 3;10.5;;S; Mr;6; Thomas Charles
843;1;1;Serepeca;female;30.0;0;0;113798;31.0;;C; Miss;2; Augusta
844;0;3;Lemberopolous;male;34.5;0;0;2683;64.375;;C; Mr;6; Peter L
845;0;3;Culumovic;male;17.0;0;0;315090;86.625;;S; Mr;6; Jeso
846;0;3;Abbing;male;42.0;0;0;C.A. 5547;7.55;;S; Mr;6; Anthony
848;0;3;Markoff;male;35.0;0;0;349213;78.958;;C; Mr;6; Marin
849;0;2;Harper;male;28.0;0;1;248727;33.0;;S; Rev;12; John
851;0;3;Andersson;male;4.0;4;2;347082;31.275;;S; Master;1; Sigvard Harald Elias
852;0;3;Svensson;male;74.0;0;0;347060;7.775;;S; Mr;6; Johan
853;0;3;Boulos;female;9.0;1;1;2678;152.458;;C; Miss;2; Nourelain
854;1;1;Lines;female;16.0;0;1;PC 17592;39.4;D28;S; Miss;2; Mary Conover
855;0;2;Carter;female;44.0;1;0;244252;26.0;;S; Mrs;8; Ernest Courtenay (Lilian Hughes)
856;1;3;Aks;female;18.0;0;1;392091;9.35;;S; Mrs;8; Sam (Leah Rosen)
857;1;1;Wick;female;45.0;1;1;36928;1.648.667;;S; Mrs;8; George Dennick (Mary Hitchcock)
858;1;1;Daly;male;51.0;0;0;113055;26.55;E17;S; Mr;6; Peter Denis 
859;1;3;Baclini;female;24.0;0;3;2666;192.583;;C; Mrs;8; Solomon (Latifa Qurban)
861;0;3;Hansen;male;41.0;2;0;350026;141.083;;S; Mr;6; Claus Peter
862;0;2;Giles;male;21.0;1;0;28134;11.5;;S; Mr;6; Frederick Edward
863;1;1;Swift;female;48.0;0;0;17466;259.292;D17;S; Mrs;8; Frederick Joel (Margaret Welles Barron)
865;0;2;Gill;male;24.0;0;0;233866;13.0;;S; Mr;6; John William
866;1;2;Bystrom;female;42.0;0;0;236852;13.0;;S; Mrs;8; (Karolina)
867;1;2;Duran y More;female;27.0;1;0;SC/PARIS 2149;138.583;;C; Miss;2; Asuncion
868;0;1;Roebling;male;31.0;0;0;PC 17590;504.958;A24;S; Mr;6; Washington Augustus II
870;1;3;Johnson;male;4.0;1;1;347742;111.333;;S; Master;1; Harold Theodor
871;0;3;Balkic;male;26.0;0;0;349248;78.958;;S; Mr;6; Cerin
872;1;1;Beckwith;female;47.0;1;1;11751;525.542;D35;S; Mrs;8; Richard Leonard (Sallie Monypeny)
873;0;1;Carlsson;male;33.0;0;0;695;5.0;B51 B53 B55;S; Mr;6; Frans Olof
874;0;3;Vander Cruyssen;male;47.0;0;0;345765;9.0;;S; Mr;6; Victor
875;1;2;Abelson;female;28.0;1;0;P/PP 3381;24.0;;C; Mrs;8; Samuel (Hannah Wizosky)
876;1;3;Najib;female;15.0;0;0;2667;7.225;;C; Miss;2;" Adele Kiamie ""Jane"""
877;0;3;Gustafsson;male;20.0;0;0;7534;98.458;;S; Mr;6; Alfred Ossian
878;0;3;Petroff;male;19.0;0;0;349212;78.958;;S; Mr;6; Nedelio
880;1;1;Potter;female;56.0;0;1;11767;831.583;C50;C; Mrs;8; Thomas Jr (Lily Alexenia Wilson)
881;1;2;Shelley;female;25.0;0;1;230433;26.0;;S; Mrs;8; William (Imanita Parrish Hall)
882;0;3;Markun;male;33.0;0;0;349257;78.958;;S; Mr;6; Johann
883;0;3;Dahlberg;female;22.0;0;0;7552;105.167;;S; Miss;2; Gerda Ulrika
884;0;2;Banfield;male;28.0;0;0;C.A./SOTON 34068;10.5;;S; Mr;6; Frederick James
885;0;3;Sutehall;male;25.0;0;0;SOTON/OQ 392076;7.05;;S; Mr;6; Henry Jr
886;0;3;Rice;female;39.0;0;5;382652;29.125;;Q; Mrs;8; William (Margaret Norton)
887;0;2;Montvila;male;27.0;0;0;211536;13.0;;S; Rev;12; Juozas
888;1;1;Graham;female;19.0;0;0;112053;30.0;B42;S; Miss;2; Margaret Edith
890;1;1;Behr;male;26.0;0;0;111369;30.0;C148;C; Mr;6; Karl Howell
891;0;3;Dooley;male;32.0;0;0;370376;7.75;;Q; Mr;6; Patrick
